GDP_per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,Unemployment_Rate,Education_Index,Population,Urbanization_Rate,Life_Satisfaction,Public_Trust,Mental_Health_Index,Income_Inequality,Public_Health_Expenditure,Climate_Index,Work_Life_Balance,Internet_Access,Crime_Rate,Political_Stability,Employment_Rate
22127.03,0.75,75.07,0.22,0.07,0.53,5.15,0.88,1488145483,56.86,7.87,0.32,78.73,22.52,2.52,82.29,5.17,72.65,73.25,0.91,57.55
15979.16,0.43,70.84,0.27,0.07,0.8,6.07,0.65,1136596864,88.62,6.14,0.21,77.8,31.8,9.31,30.24,3.65,58.44,72.34,0.92,61.23
8616.68,0.27,53.73,0.59,-0.04,0.48,3.35,0.6,539368957,47.18,4.31,0.0,70.91,38.74,6.25,90.45,8.46,63.65,37.15,0.46,84.46
21213.33,0.65,78.05,0.61,-0.11,0.85,6.56,0.73,392726896,37.68,4.06,0.99,72.03,29.64,5.26,88.23,6.09,62.44,57.9,0.31,87.99
6134.98,0.88,79.62,0.98,-0.04,0.96,3.18,0.96,841126130,86.46,8.06,0.08,96.95,35.1,2.57,58.71,5.89,83.37,24.78,0.19,50.42
59807.29,0.04,66.25,0.97,0.29,0.46,6.75,0.64,1075969641,64.54,7.47,0.25,94.47,33.43,4.58,79.22,5.39,68.46,23.45,0.13,82.13
12661.22,0.5,58.12,0.13,0.06,0.31,15.45,0.98,226927073,57.9,5.15,0.3,43.66,46.51,8.52,98.13,6.32,71.9,17.04,0.09,60.78
35370.55,0.79,74.79,0.26,-0.05,0.6,7.4,0.78,1313678778,79.7,8.71,0.96,78.17,39.24,8.91,95.82,6.85,47.63,20.58,0.34,52.5
25085.09,0.04,82.8,0.51,0.24,0.54,3.18,0.72,1399297116,45.51,4.98,0.19,62.09,29.49,3.28,84.76,6.78,58.72,67.77,0.0,76.1
50659.81,0.19,55.98,0.41,0.36,0.01,15.77,0.55,939699145,58.57,5.38,0.76,87.17,43.95,5.59,67.3,7.28,44.73,48.77,0.12,70.1
47614.37,0.23,60.0,0.89,0.24,0.62,9.0,0.92,734626939,36.23,7.01,0.37,61.43,52.61,3.35,90.16,4.09,47.76,27.38,0.87,84.17
40051.54,0.49,65.25,0.56,0.31,0.25,9.47,0.55,41435547,35.44,5.75,0.87,54.63,20.47,5.6,60.05,7.77,56.19,70.45,0.24,84.61
42497.12,0.41,57.43,0.28,-0.05,0.87,18.3,0.55,1400709653,40.79,8.47,0.72,55.73,38.89,2.02,44.96,7.42,64.53,37.24,0.63,53.52
1909.48,0.78,74.43,0.52,0.13,0.42,17.31,0.8,751490186,61.26,4.27,0.31,94.5,38.51,9.68,88.74,7.08,63.49,12.43,0.17,82.8
27777.34,0.68,83.36,0.64,0.39,0.11,4.74,0.54,761388933,32.44,4.27,0.93,72.62,36.97,2.45,69.42,4.97,72.32,79.93,0.31,88.01
6265.74,0.81,76.23,0.76,0.14,0.93,3.15,0.6,869106849,66.79,5.2,0.44,60.2,35.26,7.12,35.93,4.52,70.65,79.22,0.15,67.49
52565.88,0.36,53.71,0.56,0.25,0.98,16.14,0.98,1124435887,50.16,5.51,0.77,93.08,32.79,6.47,70.01,6.84,69.88,59.72,0.83,83.0
16540.81,0.23,81.22,0.67,-0.02,0.15,18.88,0.95,1288403700,45.39,7.59,0.79,75.14,52.42,3.49,79.96,8.18,79.93,50.29,0.27,57.92
13083.29,0.04,51.15,0.36,-0.09,0.77,11.74,0.64,1351065743,33.18,7.39,0.58,59.2,40.83,5.53,32.5,5.56,73.83,18.53,0.32,70.51
31802.34,0.4,55.27,0.75,-0.18,0.27,4.39,0.75,737155354,47.96,5.13,0.73,74.05,52.27,5.66,92.62,3.76,58.46,31.3,0.81,53.88
40751.29,0.37,76.88,0.17,0.4,0.62,10.04,0.68,225986812,42.53,5.19,0.93,93.81,51.9,2.66,52.31,3.17,49.68,12.08,0.49,84.24
19982.48,0.35,56.52,0.67,0.01,0.48,4.1,0.98,397576351,62.8,7.28,0.98,86.01,30.14,7.25,64.47,3.14,60.96,59.0,0.26,63.23
19925.1,0.01,78.53,0.53,0.35,0.1,19.6,0.53,139210242,90.0,5.52,0.79,97.3,30.75,6.79,71.14,3.89,62.19,15.63,0.93,69.25
22431.52,0.58,62.39,0.59,0.0,0.61,14.92,0.92,649546362,37.03,8.6,0.98,94.01,58.44,7.3,37.35,7.93,66.44,34.14,0.52,69.3
36177.63,0.97,82.74,0.77,0.25,0.33,13.47,0.59,543463102,36.09,4.68,0.86,59.47,59.73,9.35,52.79,8.96,92.63,74.26,0.43,63.67
11338.23,0.32,77.64,0.61,0.38,0.82,19.37,0.65,1066867360,36.47,4.19,0.91,95.63,21.19,2.51,38.09,4.13,71.23,61.31,0.51,53.26
59772.57,0.67,67.72,0.62,0.48,0.92,13.73,0.58,1230034523,73.43,8.99,0.97,91.53,23.12,5.76,68.38,4.09,47.32,33.14,0.99,53.56
40887.3,0.5,54.74,0.43,0.45,0.9,9.51,0.96,150794066,57.14,8.62,0.46,78.0,36.44,7.09,49.09,8.9,62.73,44.22,0.36,55.27
2699.28,0.5,79.4,0.34,-0.11,0.63,12.08,0.54,560312532,63.82,6.32,0.64,61.92,30.48,6.62,84.45,7.19,64.14,76.96,0.95,68.52
26579.04,0.41,64.59,0.82,0.46,0.1,18.79,0.65,812114658,80.97,8.64,0.94,44.42,54.06,9.79,89.12,5.87,88.72,20.77,0.47,75.01
56414.22,0.78,77.03,0.05,-0.1,0.95,14.3,0.86,213599100,47.61,8.58,0.45,97.08,49.26,9.25,52.73,6.23,86.21,68.07,0.05,50.07
4922.96,0.72,50.72,0.88,0.25,0.77,15.59,0.61,828198026,40.15,6.71,0.94,49.22,20.97,7.18,84.94,7.66,72.8,16.49,0.62,89.42
6512.48,0.25,62.55,0.28,0.33,0.62,15.56,0.57,1351460205,52.11,4.0,0.88,81.53,42.48,3.5,87.75,4.16,82.29,24.63,0.71,94.95
5161.52,0.91,76.3,0.17,0.25,0.94,6.02,0.9,482327430,32.84,4.68,0.99,92.48,53.43,3.55,88.98,5.44,43.28,72.82,0.66,92.82
39935.53,0.61,79.15,0.72,0.11,0.34,19.37,0.56,1126224207,84.48,4.62,0.22,81.02,29.57,4.02,79.58,6.33,53.83,30.59,0.64,93.11
13303.12,0.16,62.08,0.3,0.25,0.76,19.15,0.87,285567761,34.96,7.14,0.99,42.97,24.87,5.67,47.62,6.69,57.57,50.06,0.23,84.43
31986.93,0.28,57.42,0.33,0.29,0.33,11.91,0.67,1493871316,30.62,5.82,0.89,71.0,20.75,8.65,60.49,7.6,77.07,38.37,0.92,76.63
26968.51,0.89,75.66,0.08,0.5,0.43,15.64,0.62,119465872,76.33,7.35,0.77,42.75,32.22,3.86,30.84,6.09,48.34,51.88,0.61,51.72
36765.42,0.2,69.37,0.92,0.18,0.35,13.82,0.99,248642263,60.14,4.18,0.33,70.17,30.98,5.86,46.09,6.14,75.6,67.05,0.48,84.62
48127.54,0.61,61.47,0.08,-0.13,0.42,16.52,0.72,897683629,63.18,4.26,0.08,65.14,24.89,2.68,54.9,8.72,81.42,42.64,0.45,68.64
1685.97,0.94,65.04,0.5,0.15,0.74,7.18,0.92,655663034,84.29,7.72,0.69,86.91,50.06,8.14,72.17,4.45,76.46,43.29,0.9,72.65
54422.65,0.18,59.51,0.42,0.2,0.59,5.94,0.5,1016851904,40.12,8.74,0.62,74.44,55.39,5.18,75.78,3.21,42.98,56.73,0.01,71.28
48987.26,0.24,59.22,0.73,0.42,0.28,19.27,0.92,1276073349,41.16,7.0,0.92,96.8,25.11,9.68,75.79,3.63,47.57,50.26,0.75,84.7
45663.7,0.87,75.35,0.15,0.14,0.63,2.03,0.54,324364085,73.18,6.44,0.61,76.65,36.35,8.7,47.63,6.71,71.53,56.46,0.8,56.37
13720.93,0.38,70.27,0.51,0.45,0.81,16.82,0.79,539919839,81.14,8.43,0.33,64.83,34.01,2.79,96.72,4.94,61.45,51.32,0.17,74.01
6992.76,0.55,73.63,0.55,0.37,0.76,15.11,0.67,955464343,82.56,4.53,0.44,71.88,21.89,5.11,42.9,5.2,68.53,11.52,0.83,74.57
47568.73,0.56,77.07,0.79,0.11,0.28,13.37,0.96,367002383,74.13,7.42,0.02,75.05,37.08,6.26,94.22,3.11,48.58,77.37,0.76,92.0
35729.98,0.55,51.29,0.52,0.38,0.35,7.65,0.61,45043276,30.62,7.34,0.07,88.74,24.03,9.69,54.55,4.61,60.76,16.54,0.29,71.3
53995.19,0.94,77.41,0.11,-0.01,0.9,7.09,0.57,1485782070,76.54,4.89,0.92,70.14,39.49,7.55,72.97,5.46,54.16,52.54,0.85,65.78
17988.33,0.18,63.73,0.59,0.25,0.9,8.14,0.87,1011848010,74.57,8.49,0.22,71.79,44.35,5.71,57.11,3.34,57.06,44.89,0.79,97.2
32477.01,0.02,70.08,0.95,0.12,0.35,12.97,0.69,472950522,40.73,7.61,0.79,98.5,49.68,3.6,49.32,6.59,82.9,42.79,0.96,97.07
32275.22,0.71,54.37,0.79,0.17,0.88,10.96,0.64,1010296586,67.2,4.56,0.24,80.72,23.5,2.99,70.13,4.66,90.96,78.43,0.57,59.1
37464.21,0.12,79.01,0.38,0.16,0.55,15.92,0.56,171383146,50.58,4.88,0.9,78.79,55.96,7.88,76.64,7.69,57.91,42.73,0.87,62.16
27519.44,0.3,52.88,0.45,0.07,0.43,6.91,0.74,243574571,68.7,7.16,0.37,73.29,36.86,5.65,53.02,3.21,47.9,29.71,0.97,58.22
50253.11,0.45,69.38,0.8,0.01,0.88,17.41,0.99,968131734,42.15,8.16,0.2,46.1,39.82,8.02,53.86,3.87,47.45,58.92,0.75,95.02
27586.78,0.75,84.96,0.89,-0.18,0.37,9.42,0.68,642755177,56.45,5.57,0.37,99.39,36.21,7.15,86.04,8.88,63.2,69.63,0.84,85.95
20507.34,0.61,55.61,0.33,0.07,0.2,3.8,0.61,1140228586,39.22,7.82,0.59,83.87,34.54,3.51,30.1,6.11,78.71,15.41,0.73,78.25
7680.02,0.46,56.69,0.44,-0.04,0.96,9.31,0.7,328351093,84.48,5.99,0.08,63.54,53.7,8.25,96.5,6.81,46.88,45.89,0.56,82.69
25548.14,0.17,78.42,0.41,-0.15,0.86,6.98,0.58,1247257438,44.0,8.22,0.93,93.58,28.9,9.98,35.76,7.54,62.47,69.06,0.21,57.18
34361.17,0.44,60.59,0.26,-0.11,0.33,18.68,0.62,189129337,81.0,5.53,0.26,85.13,21.94,9.69,81.73,3.07,81.23,64.05,0.86,64.25
49346.85,0.48,76.06,0.63,0.47,0.84,6.84,0.69,1330924219,34.71,4.12,0.94,45.27,22.94,7.47,72.87,6.24,92.26,19.86,0.21,88.13
50397.16,0.81,79.08,0.8,0.38,0.03,14.05,0.89,1286995790,54.46,4.07,0.03,79.55,59.53,2.98,84.87,5.45,63.19,47.49,0.28,85.42
25633.85,0.84,74.55,0.77,0.15,0.84,16.12,0.66,1093926160,44.59,6.7,0.86,44.93,47.34,4.79,50.65,3.71,44.32,31.58,0.06,85.62
48038.28,0.97,65.7,0.72,0.38,0.8,5.2,1.0,1282571754,78.68,7.15,0.16,61.54,49.84,2.06,84.06,5.04,78.83,46.51,0.15,80.61
42420.1,0.23,62.33,0.41,0.22,0.1,15.42,0.99,1401361897,34.24,8.94,0.59,55.95,26.58,2.47,57.37,6.13,44.59,65.22,0.59,81.48
33430.51,0.94,66.88,0.19,0.33,0.63,7.38,0.87,1351297310,85.55,8.74,0.48,67.62,28.17,5.99,46.11,3.54,46.95,70.57,0.42,55.67
20979.74,0.43,54.45,0.32,-0.18,0.26,12.67,0.69,19271842,30.54,4.47,0.1,51.99,24.57,6.32,54.14,4.8,71.23,51.05,0.35,53.47
19246.11,0.96,74.26,0.49,-0.11,0.26,9.18,0.78,887598132,61.46,5.44,0.63,72.12,53.97,5.21,81.44,7.3,73.69,38.32,0.72,77.07
10241.42,0.66,65.94,0.54,-0.11,0.36,14.15,0.89,296225973,74.22,5.71,0.1,90.35,51.89,7.58,54.52,3.17,49.43,41.74,0.75,88.23
36407.31,0.46,54.11,0.14,0.19,0.82,10.83,0.64,1033003578,41.51,6.49,0.05,70.45,56.76,7.1,62.94,6.32,92.86,60.04,0.87,57.07
35063.16,0.44,52.99,0.65,-0.18,0.16,9.0,0.93,647403306,68.42,6.91,0.91,51.03,33.18,5.35,73.08,5.38,88.07,38.47,0.33,82.21
50351.92,0.97,52.05,0.29,-0.19,0.09,14.38,0.69,85650587,73.6,5.7,0.26,81.4,21.73,6.01,40.5,8.71,91.17,10.17,0.77,74.66
49714.62,0.63,81.83,0.15,-0.13,0.13,8.61,0.81,1462842921,69.25,6.63,0.72,81.87,45.65,9.91,33.07,5.13,65.55,55.61,0.94,74.8
39562.57,0.52,75.64,0.5,-0.06,0.51,3.96,0.89,485189661,79.76,8.72,0.02,95.3,52.6,8.78,55.68,5.01,80.24,42.1,0.13,54.78
5909.84,0.51,78.0,0.63,0.37,0.71,5.17,0.86,601399339,47.08,8.93,0.16,54.37,23.92,4.57,39.42,7.44,88.62,30.06,0.18,52.69
1563.93,0.36,70.43,0.09,0.07,0.52,18.06,0.74,371793018,51.78,4.35,0.08,71.26,49.96,8.38,32.48,8.18,60.71,78.57,0.05,92.61
26841.87,0.71,63.08,0.28,0.2,0.19,12.84,0.52,563843604,46.84,5.06,0.01,43.91,57.59,4.74,75.13,7.14,77.12,71.06,0.52,65.31
45632.18,0.13,75.94,0.48,0.47,0.83,15.07,0.51,1452082826,66.96,6.11,0.69,75.72,48.54,2.91,95.19,3.56,69.09,61.57,0.76,86.07
49477.15,0.9,52.43,0.23,0.17,0.05,2.13,0.69,809559516,76.0,4.4,0.22,77.53,35.61,7.31,40.75,6.67,68.86,42.6,0.69,85.76
6036.76,0.35,60.11,0.91,0.43,0.04,12.5,0.8,1050498577,89.98,4.25,0.33,87.64,25.52,8.91,49.12,5.17,74.11,67.33,0.63,51.61
19285.86,0.03,59.65,0.18,0.29,0.4,19.33,0.89,834054738,67.94,7.1,0.81,84.32,22.97,3.14,49.49,8.16,59.05,51.08,0.68,92.38
15917.19,0.47,54.26,0.5,0.01,0.49,12.9,0.55,4499219,72.94,4.16,0.43,85.05,41.31,7.13,38.04,7.05,42.47,69.57,0.49,88.21
8748.07,0.08,53.47,0.76,0.11,0.71,9.74,0.63,793498244,38.16,6.83,0.18,61.69,28.97,9.45,38.19,8.38,51.57,37.19,0.42,70.28
9830.73,0.99,71.8,0.03,0.41,0.01,12.06,0.69,1277240224,47.96,7.08,0.08,93.96,30.92,8.81,32.31,6.92,47.3,43.96,0.34,88.52
57988.28,0.27,66.29,0.53,-0.19,0.2,19.56,0.74,1176708451,59.17,7.36,0.2,66.1,25.78,5.57,52.57,3.22,47.91,26.74,0.5,85.28
18905.24,0.04,75.26,0.35,-0.16,0.85,6.04,0.77,81078376,71.17,5.45,0.77,96.33,57.89,6.38,78.35,3.09,51.21,39.36,0.73,93.95
16920.17,0.48,80.21,0.8,0.22,0.89,14.2,0.8,1401803632,88.64,6.97,0.83,71.36,40.58,5.93,46.62,7.74,73.87,62.97,0.55,91.17
21859.38,0.98,61.83,0.01,0.06,0.24,13.35,0.91,938134746,63.03,5.33,0.98,54.78,36.53,3.89,39.12,8.93,49.76,14.56,0.81,59.95
43166.56,0.48,79.97,0.23,0.45,0.52,8.64,0.86,863688370,72.32,6.34,0.29,53.46,27.28,4.75,79.47,5.45,78.57,52.74,0.12,81.76
35370.68,0.4,58.01,0.66,0.44,0.31,13.41,0.76,421082702,63.6,7.07,0.66,84.55,23.18,5.03,88.52,3.12,77.72,65.16,0.66,58.78
4164.08,0.4,74.0,0.56,-0.15,0.4,15.5,0.59,1359627788,83.65,5.91,0.91,47.11,53.33,7.96,86.35,5.01,80.37,26.98,0.06,76.64
55303.0,0.23,71.32,0.72,0.04,0.38,7.92,0.73,1275278302,45.77,5.99,0.49,75.3,30.51,5.76,88.73,5.98,72.95,24.37,0.03,96.84
1342.42,0.74,76.1,0.9,0.21,0.54,19.89,0.71,815165131,88.51,4.09,0.22,74.31,23.73,9.6,40.58,8.17,82.66,74.99,0.36,91.56
6302.82,0.5,71.02,0.2,0.26,0.83,19.67,0.85,909251892,64.65,4.9,0.38,87.97,58.69,2.63,64.32,5.16,82.98,63.04,0.83,65.16
5526.91,0.12,67.2,0.6,0.35,0.06,7.29,0.84,730617718,70.15,6.75,0.62,69.43,26.58,5.23,61.26,8.72,51.71,17.28,0.2,61.51
20419.07,0.34,51.15,0.82,0.27,0.25,13.75,0.78,947004194,83.24,7.53,0.99,68.42,53.21,8.0,90.7,4.52,43.18,51.82,0.24,94.65
19510.38,0.55,83.09,0.19,0.0,0.58,3.0,0.94,1063831078,51.18,4.54,0.66,73.1,51.62,5.99,38.26,4.45,55.62,42.51,0.87,73.7
11598.4,0.6,56.92,0.48,0.42,0.02,11.31,0.7,880015856,69.04,7.55,0.37,58.97,42.96,5.11,76.79,3.27,46.03,70.36,0.15,63.58
27999.97,0.54,80.75,0.86,0.19,0.9,10.8,0.76,720181891,84.36,7.28,0.45,72.8,31.57,9.87,90.19,6.93,85.52,79.15,0.61,53.32
16679.04,0.78,53.23,0.93,0.48,0.86,18.55,0.92,155475777,37.1,5.35,0.27,87.35,51.36,8.18,94.86,4.31,66.15,66.03,0.08,62.25
42631.57,0.59,67.24,0.46,0.36,1.0,15.2,0.63,907470428,57.18,7.84,0.68,66.0,43.06,9.34,84.98,5.84,83.64,50.65,0.94,77.35
21482.84,0.21,75.96,0.06,-0.12,0.33,8.95,0.6,1342700254,49.28,6.02,0.08,80.09,44.67,2.29,49.38,8.05,93.27,73.69,0.59,83.15
10171.69,0.78,50.87,0.15,-0.18,0.28,18.76,0.52,954605194,59.28,6.17,0.28,92.2,36.36,2.5,32.91,8.85,94.64,15.15,0.16,92.77
22967.93,0.19,60.16,0.8,0.47,0.93,2.94,0.65,1104126565,35.28,7.68,0.08,52.99,28.52,5.61,60.24,4.42,60.83,72.9,0.49,81.72
43296.17,0.39,80.69,0.58,-0.18,0.74,10.33,0.65,622191897,34.73,4.0,0.5,87.77,29.7,9.15,97.06,4.8,68.16,67.79,0.25,79.27
20491.1,0.87,51.51,0.33,0.02,0.72,15.48,0.82,1258626803,56.12,8.15,0.02,41.35,36.7,6.75,87.85,7.11,91.71,52.08,0.59,90.17
52798.55,0.69,72.84,0.67,0.13,0.31,2.36,0.58,918610536,37.6,7.57,0.52,56.51,32.3,5.59,85.1,7.18,85.16,38.43,0.13,51.61
6344.54,0.54,71.2,0.39,0.5,0.17,14.38,0.94,481106914,84.5,5.18,0.99,74.62,21.29,7.07,75.72,7.04,45.84,29.29,0.86,73.41
30113.21,0.77,67.28,0.26,0.08,0.13,7.75,0.63,1152835663,72.26,8.08,0.98,40.8,54.48,8.22,76.11,7.75,53.85,10.78,0.86,66.98
41053.82,0.03,71.92,0.19,-0.02,1.0,18.53,0.81,1399025307,30.15,4.79,0.15,40.02,56.34,7.71,32.58,3.27,48.46,24.88,0.64,79.4
43341.09,0.44,82.06,0.12,0.08,0.55,12.47,0.84,915173673,79.95,5.74,0.73,88.92,35.49,7.53,97.26,8.73,58.39,39.06,0.98,63.76
44707.75,0.21,59.25,0.46,0.23,0.66,7.17,0.94,1230795577,79.29,4.52,0.95,72.41,45.67,6.02,84.94,6.8,75.86,10.89,0.24,72.94
57082.47,0.57,58.52,0.81,0.23,0.18,10.76,0.79,1260106359,65.64,8.15,0.52,82.34,37.63,9.95,52.68,7.06,73.68,64.25,0.74,50.96
24085.33,0.57,77.62,0.78,0.28,0.27,17.52,0.99,617725012,36.55,4.05,0.16,47.14,39.0,6.81,92.65,3.46,77.22,31.44,0.21,82.0
30505.45,0.51,71.45,0.58,0.25,0.19,10.95,0.84,414088215,58.76,4.2,0.04,74.69,24.75,6.16,62.38,8.91,55.54,44.29,0.43,83.72
40545.56,0.91,59.96,0.54,-0.11,0.62,14.28,0.98,995327430,85.59,6.68,0.67,61.64,58.27,7.82,77.44,8.5,87.88,37.41,0.71,92.72
5851.76,0.62,79.09,0.64,0.36,0.8,7.81,0.58,545020280,62.8,5.0,0.55,54.76,48.66,8.57,75.23,4.57,94.51,52.72,0.18,95.79
54519.93,0.76,57.33,0.4,0.36,0.64,6.39,0.79,1142849906,50.27,7.68,0.46,99.25,27.26,3.63,47.71,7.78,63.38,28.6,0.38,81.91
42079.55,0.83,50.11,0.83,0.35,0.3,10.75,0.67,35248172,87.22,6.2,0.62,85.58,44.55,4.74,86.55,3.93,73.04,55.47,0.41,73.82
28383.98,0.89,73.42,0.85,-0.19,0.18,6.14,0.63,1457937704,68.77,4.75,0.23,90.22,37.64,8.8,66.27,5.99,43.57,63.09,0.39,72.43
54915.07,0.06,67.57,0.46,-0.05,0.1,13.89,0.88,623839030,76.19,4.07,0.03,58.66,50.3,7.14,59.86,8.27,79.03,76.74,0.26,80.16
29464.64,0.2,74.52,0.54,0.19,0.23,7.7,0.86,585665912,63.99,4.84,0.63,40.4,38.23,3.33,88.89,8.11,48.01,36.17,0.94,71.23
27040.24,0.59,50.21,0.96,0.44,0.26,18.7,0.97,517208922,57.84,5.88,0.3,62.09,20.18,8.79,38.51,7.18,84.54,71.0,0.15,85.57
26331.22,0.96,76.14,0.54,-0.07,0.37,4.87,0.69,1219811746,87.32,6.15,0.21,60.16,53.45,7.53,53.66,7.27,55.83,26.42,0.15,85.16
26588.12,0.47,76.22,0.92,0.46,0.37,9.34,0.85,1038350540,62.14,4.8,0.01,45.98,49.47,7.5,34.62,5.91,44.0,75.46,0.97,74.9
17108.7,0.28,74.74,0.2,-0.15,0.72,14.42,0.65,1470363360,69.02,5.41,0.91,74.02,59.16,9.16,99.43,6.68,53.71,72.11,0.21,95.55
44647.99,0.96,58.14,0.22,0.44,0.14,17.17,0.78,1251358641,38.92,5.26,0.94,72.26,32.79,9.7,96.13,7.94,72.54,41.5,0.05,80.71
7308.61,0.66,58.54,0.4,0.18,0.48,13.43,0.89,388521249,81.23,5.14,0.29,89.68,37.87,6.39,91.47,3.4,63.1,28.56,0.42,56.52
46807.09,0.67,51.96,0.31,-0.16,0.71,18.28,0.56,1472110797,86.14,5.15,0.2,62.83,43.75,2.18,41.5,6.97,79.66,74.58,0.15,71.73
19880.65,0.35,82.98,0.64,0.36,0.82,14.42,0.97,1167449507,69.7,8.62,0.07,91.18,24.13,8.13,81.0,3.27,49.17,40.92,0.91,81.68
17431.03,0.68,82.92,0.35,0.13,0.52,11.32,0.59,203586340,82.69,6.1,0.98,81.5,40.74,7.62,88.55,6.02,80.4,29.15,0.07,87.62
35066.56,0.01,65.0,0.88,-0.14,0.38,3.88,0.91,1481249716,62.59,5.18,0.63,86.23,22.48,2.84,30.48,8.66,56.73,54.97,0.06,91.1
36849.79,0.98,74.95,0.74,0.01,0.38,13.66,0.92,1215362046,89.31,6.58,0.96,99.14,42.16,7.51,49.91,8.72,48.35,46.22,0.1,85.38
1333.47,0.46,67.88,0.43,0.43,0.53,9.18,0.67,1200865222,74.37,7.51,0.44,71.91,57.02,2.87,62.99,8.63,85.12,52.93,0.99,75.32
40408.09,0.1,62.53,0.49,0.03,0.32,11.03,0.61,412905303,43.56,7.5,0.33,76.71,39.53,7.87,87.15,3.22,73.81,58.1,0.81,58.01
45869.62,0.64,67.13,0.45,0.41,0.26,6.21,0.85,885895161,37.85,7.08,0.59,67.99,59.63,6.32,96.54,6.69,92.04,11.65,0.07,72.56
52734.02,0.75,52.57,0.05,0.29,0.8,6.23,0.79,1295546900,52.29,4.18,0.84,77.8,56.82,2.26,91.74,7.83,88.18,79.15,0.98,82.6
22286.52,0.79,68.98,0.3,0.24,0.48,13.01,0.57,602374912,32.23,5.94,0.89,49.24,41.87,7.71,79.95,4.12,47.15,77.42,0.35,54.05
11824.39,0.79,57.35,0.48,0.08,0.3,10.01,0.87,1460423316,44.94,8.55,0.28,67.83,57.43,3.34,57.95,3.66,84.96,21.21,0.12,76.55
48566.37,0.59,78.61,0.28,0.47,0.17,8.3,0.69,1333599687,30.05,6.08,0.46,95.32,41.2,4.77,98.18,4.08,57.96,39.72,0.28,67.2
57636.26,0.74,60.22,0.96,-0.09,0.5,3.92,0.83,88540039,51.21,6.09,0.85,68.05,24.92,2.99,56.81,4.19,88.48,14.39,0.95,92.45
39145.57,0.77,57.61,0.7,0.06,0.91,13.83,0.92,274757623,63.84,7.47,0.4,40.72,28.07,6.06,49.26,3.17,49.17,41.18,0.95,85.15
53061.4,0.75,76.79,0.78,0.15,0.55,6.45,0.99,321707441,55.66,5.92,0.63,71.86,32.63,5.43,59.37,7.07,59.78,34.6,0.62,52.0
50776.43,0.71,73.13,0.16,0.19,0.15,18.76,0.6,183761965,74.03,5.33,0.05,91.7,39.46,7.6,64.88,7.98,65.99,56.99,0.95,80.6
30692.96,0.29,83.85,0.25,-0.1,0.56,6.08,0.74,1243705113,47.19,6.9,0.52,41.73,30.54,6.4,83.88,7.59,78.11,16.15,0.03,80.76
28844.3,0.86,76.8,0.28,-0.18,0.03,11.11,0.71,547099715,85.49,7.59,0.44,74.64,24.25,3.57,62.75,7.51,88.07,50.41,0.43,90.71
20160.29,0.53,65.94,0.32,0.27,0.65,15.36,0.75,1382013309,43.56,5.29,0.8,95.53,28.07,8.2,32.03,6.0,88.46,21.67,0.64,70.22
59523.67,0.49,54.17,0.59,0.06,0.68,2.61,0.92,859365074,34.7,4.06,0.06,94.6,58.78,2.62,30.06,6.05,52.86,58.94,0.58,94.67
3951.11,0.97,59.17,0.43,0.45,0.5,2.76,0.66,1105638442,68.97,5.04,0.27,43.19,27.6,4.53,89.94,3.6,68.49,40.7,0.48,54.06
11778.99,0.73,64.15,0.04,0.26,0.69,14.43,0.89,328748925,39.37,7.61,0.09,51.84,24.93,6.89,75.66,3.58,57.98,39.48,0.77,74.12
38920.31,0.32,52.26,0.45,-0.17,0.24,2.19,0.57,1209825662,58.27,5.42,0.53,83.26,44.2,5.78,96.94,6.38,76.71,64.28,0.13,76.4
32756.91,0.11,62.44,0.11,0.22,0.2,14.59,0.82,784082093,88.4,7.06,0.3,72.9,45.11,3.5,30.62,6.28,73.36,38.9,0.78,94.48
38855.58,0.77,67.52,0.12,0.46,0.22,6.56,0.83,955291489,55.89,6.47,0.66,96.39,57.51,2.4,88.0,7.35,71.24,71.14,0.72,93.54
51897.77,0.62,84.9,0.58,0.17,0.74,3.42,0.91,502769407,45.79,5.52,0.52,92.39,24.68,6.97,97.38,7.82,88.44,73.07,0.92,59.84
55607.12,0.15,59.95,0.85,0.35,0.45,3.77,0.62,622900887,63.2,7.7,0.1,42.53,43.28,3.26,68.29,7.63,79.06,21.54,0.56,73.4
6720.13,0.73,84.23,0.29,-0.08,0.75,4.28,0.8,1291905179,62.04,8.62,0.0,85.27,38.3,2.98,48.42,4.13,54.47,61.22,0.93,89.49
37020.28,0.68,82.49,0.22,0.37,0.5,18.93,0.82,578502748,55.72,5.45,0.3,50.57,51.16,2.57,38.8,8.55,56.09,18.72,0.07,52.43
13979.48,0.74,55.05,0.64,0.02,0.17,4.16,0.95,694010443,85.35,5.5,0.52,74.42,43.17,9.94,80.72,7.87,82.67,50.38,0.66,84.29
46269.42,0.28,71.55,0.85,0.07,0.33,3.19,0.66,706057570,66.96,5.26,0.7,59.91,52.78,6.02,86.13,5.78,77.49,63.17,0.16,71.23
33528.5,0.73,66.89,0.64,0.38,0.23,15.24,0.84,1120221830,71.74,7.34,0.12,87.14,21.43,2.41,32.75,3.84,87.07,21.71,0.9,54.59
7140.48,0.88,60.05,0.66,0.19,0.93,10.6,0.89,1173243888,45.88,5.13,0.46,54.28,59.85,9.99,96.26,8.0,80.21,65.35,0.49,51.99
