GDP_per_Capita,Healthy_Life_Expectancy,Freedom,Generosity,Unemployment_Rate,Education_Index,Population,Life_Satisfaction,Public_Trust,Mental_Health_Index,Income_Inequality,Public_Health_Expenditure,Political_Stability
27999.97,80.75,0.86,0.19,10.8,0.76,720181891,7.28,0.45,72.8,31.57,9.87,0.61
16679.04,53.23,0.93,0.48,18.55,0.92,155475777,5.35,0.27,87.35,51.36,8.18,0.08
42631.57,67.24,0.46,0.36,15.2,0.63,907470428,7.84,0.68,66.0,43.06,9.34,0.94
21482.84,75.96,0.06,-0.12,8.95,0.6,1342700254,6.02,0.08,80.09,44.67,2.29,0.59
10171.69,50.87,0.15,-0.18,18.76,0.52,954605194,6.17,0.28,92.2,36.36,2.5,0.16
22967.93,60.16,0.8,0.47,2.94,0.65,1104126565,7.68,0.08,52.99,28.52,5.61,0.49
43296.17,80.69,0.58,-0.18,10.33,0.65,622191897,4.0,0.5,87.77,29.7,9.15,0.25
20491.1,51.51,0.33,0.02,15.48,0.82,1258626803,8.15,0.02,41.35,36.7,6.75,0.59
52798.55,72.84,0.67,0.13,2.36,0.58,918610536,7.57,0.52,56.51,32.3,5.59,0.13
6344.54,71.2,0.39,0.5,14.38,0.94,481106914,5.18,0.99,74.62,21.29,7.07,0.86
30113.21,67.28,0.26,0.08,7.75,0.63,1152835663,8.08,0.98,40.8,54.48,8.22,0.86
41053.82,71.92,0.19,-0.02,18.53,0.81,1399025307,4.79,0.15,40.02,56.34,7.71,0.64
43341.09,82.06,0.12,0.08,12.47,0.84,915173673,5.74,0.73,88.92,35.49,7.53,0.98
44707.75,59.25,0.46,0.23,7.17,0.94,1230795577,4.52,0.95,72.41,45.67,6.02,0.24
57082.47,58.52,0.81,0.23,10.76,0.79,1260106359,8.15,0.52,82.34,37.63,9.95,0.74
24085.33,77.62,0.78,0.28,17.52,0.99,617725012,4.05,0.16,47.14,39.0,6.81,0.21
30505.45,71.45,0.58,0.25,10.95,0.84,414088215,4.2,0.04,74.69,24.75,6.16,0.43
40545.56,59.96,0.54,-0.11,14.28,0.98,995327430,6.68,0.67,61.64,58.27,7.82,0.71
5851.76,79.09,0.64,0.36,7.81,0.58,545020280,5.0,0.55,54.76,48.66,8.57,0.18
54519.93,57.33,0.4,0.36,6.39,0.79,1142849906,7.68,0.46,99.25,27.26,3.63,0.38
42079.55,50.11,0.83,0.35,10.75,0.67,35248172,6.2,0.62,85.58,44.55,4.74,0.41
28383.98,73.42,0.85,-0.19,6.14,0.63,1457937704,4.75,0.23,90.22,37.64,8.8,0.39
54915.07,67.57,0.46,-0.05,13.89,0.88,623839030,4.07,0.03,58.66,50.3,7.14,0.26
29464.64,74.52,0.54,0.19,7.7,0.86,585665912,4.84,0.63,40.4,38.23,3.33,0.94
27040.24,50.21,0.96,0.44,18.7,0.97,517208922,5.88,0.3,62.09,20.18,8.79,0.15
26331.22,76.14,0.54,-0.07,4.87,0.69,1219811746,6.15,0.21,60.16,53.45,7.53,0.15
26588.12,76.22,0.92,0.46,9.34,0.85,1038350540,4.8,0.01,45.98,49.47,7.5,0.97
17108.7,74.74,0.2,-0.15,14.42,0.65,1470363360,5.41,0.91,74.02,59.16,9.16,0.21
44647.99,58.14,0.22,0.44,17.17,0.78,1251358641,5.26,0.94,72.26,32.79,9.7,0.05
7308.61,58.54,0.4,0.18,13.43,0.89,388521249,5.14,0.29,89.68,37.87,6.39,0.42
46807.09,51.96,0.31,-0.16,18.28,0.56,1472110797,5.15,0.2,62.83,43.75,2.18,0.15
19880.65,82.98,0.64,0.36,14.42,0.97,1167449507,8.62,0.07,91.18,24.13,8.13,0.91
17431.03,82.92,0.35,0.13,11.32,0.59,203586340,6.1,0.98,81.5,40.74,7.62,0.07
35066.56,65.0,0.88,-0.14,3.88,0.91,1481249716,5.18,0.63,86.23,22.48,2.84,0.06
36849.79,74.95,0.74,0.01,13.66,0.92,1215362046,6.58,0.96,99.14,42.16,7.51,0.1
1333.47,67.88,0.43,0.43,9.18,0.67,1200865222,7.51,0.44,71.91,57.02,2.87,0.99
40408.09,62.53,0.49,0.03,11.03,0.61,412905303,7.5,0.33,76.71,39.53,7.87,0.81
45869.62,67.13,0.45,0.41,6.21,0.85,885895161,7.08,0.59,67.99,59.63,6.32,0.07
52734.02,52.57,0.05,0.29,6.23,0.79,1295546900,4.18,0.84,77.8,56.82,2.26,0.98
22286.52,68.98,0.3,0.24,13.01,0.57,602374912,5.94,0.89,49.24,41.87,7.71,0.35
11824.39,57.35,0.48,0.08,10.01,0.87,1460423316,8.55,0.28,67.83,57.43,3.34,0.12
48566.37,78.61,0.28,0.47,8.3,0.69,1333599687,6.08,0.46,95.32,41.2,4.77,0.28
57636.26,60.22,0.96,-0.09,3.92,0.83,88540039,6.09,0.85,68.05,24.92,2.99,0.95
39145.57,57.61,0.7,0.06,13.83,0.92,274757623,7.47,0.4,40.72,28.07,6.06,0.95
53061.4,76.79,0.78,0.15,6.45,0.99,321707441,5.92,0.63,71.86,32.63,5.43,0.62
50776.43,73.13,0.16,0.19,18.76,0.6,183761965,5.33,0.05,91.7,39.46,7.6,0.95
30692.96,83.85,0.25,-0.1,6.08,0.74,1243705113,6.9,0.52,41.73,30.54,6.4,0.03
28844.3,76.8,0.28,-0.18,11.11,0.71,547099715,7.59,0.44,74.64,24.25,3.57,0.43
20160.29,65.94,0.32,0.27,15.36,0.75,1382013309,5.29,0.8,95.53,28.07,8.2,0.64
59523.67,54.17,0.59,0.06,2.61,0.92,859365074,4.06,0.06,94.6,58.78,2.62,0.58
3951.11,59.17,0.43,0.45,2.76,0.66,1105638442,5.04,0.27,43.19,27.6,4.53,0.48
11778.99,64.15,0.04,0.26,14.43,0.89,328748925,7.61,0.09,51.84,24.93,6.89,0.77
38920.31,52.26,0.45,-0.17,2.19,0.57,1209825662,5.42,0.53,83.26,44.2,5.78,0.13
32756.91,62.44,0.11,0.22,14.59,0.82,784082093,7.06,0.3,72.9,45.11,3.5,0.78
38855.58,67.52,0.12,0.46,6.56,0.83,955291489,6.47,0.66,96.39,57.51,2.4,0.72
51897.77,84.9,0.58,0.17,3.42,0.91,502769407,5.52,0.52,92.39,24.68,6.97,0.92
55607.12,59.95,0.85,0.35,3.77,0.62,622900887,7.7,0.1,42.53,43.28,3.26,0.56
6720.13,84.23,0.29,-0.08,4.28,0.8,1291905179,8.62,0.0,85.27,38.3,2.98,0.93
37020.28,82.49,0.22,0.37,18.93,0.82,578502748,5.45,0.3,50.57,51.16,2.57,0.07
13979.48,55.05,0.64,0.02,4.16,0.95,694010443,5.5,0.52,74.42,43.17,9.94,0.66
46269.42,71.55,0.85,0.07,3.19,0.66,706057570,5.26,0.7,59.91,52.78,6.02,0.16
33528.5,66.89,0.64,0.38,15.24,0.84,1120221830,7.34,0.12,87.14,21.43,2.41,0.9
7140.48,60.05,0.66,0.19,10.6,0.89,1173243888,5.13,0.46,54.28,59.85,9.99,0.49
21347.55,84.04,0.36,0.16,12.66,1.0,460216535,4.72,0.25,80.65,37.01,9.55,0.27
23917.21,74.13,0.88,0.04,8.23,0.68,442318702,4.63,0.93,63.67,42.38,4.58,0.33
58293.28,74.72,0.41,-0.04,14.82,0.89,130749634,7.52,0.91,70.09,56.28,5.03,0.73
1742.96,59.95,0.61,0.37,17.7,0.54,953580209,7.5,0.41,89.04,29.07,7.45,0.87
14379.4,71.26,0.28,0.06,19.38,0.82,956558595,5.64,0.95,80.4,38.47,5.29,0.06
12900.57,74.28,0.91,0.1,16.21,0.52,850442627,6.53,0.65,70.24,54.1,7.65,0.59
19017.51,64.79,0.7,-0.18,15.82,0.73,629903119,5.37,0.71,77.63,27.9,4.94,0.19
16973.29,64.66,0.82,0.49,4.02,0.51,392306915,6.99,0.82,92.74,44.07,9.24,0.71
46313.91,54.01,0.77,0.06,2.9,0.51,264752568,4.61,0.7,55.99,20.6,6.78,0.25
55594.45,76.25,1.0,0.2,2.45,0.6,112139104,4.16,0.47,73.88,59.66,9.59,0.43
44259.08,52.93,0.4,0.45,10.02,0.72,171656869,4.71,0.53,55.69,35.64,5.39,0.23
28755.5,68.5,0.7,0.49,13.3,0.86,1381757297,5.02,0.66,43.33,52.7,3.33,0.66
1504.73,50.2,0.99,0.27,2.16,0.7,934088568,5.71,0.96,83.55,25.65,6.69,0.07
10006.53,76.62,0.04,0.22,18.14,0.88,408942010,4.2,0.16,90.2,33.8,2.06,0.76
28017.55,59.71,0.71,0.04,8.54,0.95,515952822,7.15,0.47,65.41,45.76,3.25,0.57
5995.52,68.22,0.79,0.16,10.7,0.71,1054611906,6.73,0.1,96.99,35.6,7.28,0.81
51813.71,81.44,0.33,0.06,15.97,0.55,1465261228,5.52,0.59,71.3,42.17,5.12,0.81
31914.48,63.45,0.33,-0.17,2.78,0.66,803656124,5.0,0.36,57.5,58.99,4.35,0.03
51421.85,82.95,0.97,-0.04,15.64,0.67,815352308,5.87,0.81,60.24,22.24,2.78,0.41
15084.17,83.26,0.82,-0.0,7.62,0.68,1402200899,7.15,0.62,94.22,53.56,4.84,0.98
57694.13,81.7,0.42,0.16,14.8,0.8,1187922298,5.98,0.92,63.89,57.6,9.78,0.88
46164.41,71.1,0.64,-0.09,13.8,0.88,710871082,7.83,0.26,94.62,34.16,5.64,0.38
2363.3,75.74,0.67,0.47,5.75,0.76,395420782,4.11,0.26,58.89,43.87,4.95,0.9
53939.68,52.02,0.6,0.39,11.19,0.85,1097132410,6.39,0.96,55.19,47.65,8.43,0.63
51718.99,80.94,0.81,0.14,17.88,0.61,784201532,7.88,0.44,98.9,25.83,8.51,0.66
26219.58,76.99,0.8,0.22,5.15,0.88,743720792,8.74,0.11,91.51,27.74,2.26,0.62
32569.35,61.67,0.9,-0.11,18.42,0.86,1389379164,6.53,0.97,93.74,56.78,2.94,0.36
54181.82,58.93,0.89,-0.18,15.85,0.89,225963902,7.46,0.38,73.29,29.85,9.7,0.15
25430.05,62.3,0.99,-0.17,6.51,0.84,1062222192,7.18,0.92,60.66,22.74,6.34,0.28
51943.14,64.55,0.94,0.21,12.82,0.71,980967075,8.75,0.07,84.9,24.57,2.32,0.02
49558.67,61.86,0.73,-0.06,5.64,0.81,63973588,8.19,0.03,65.22,43.05,5.47,0.17
36916.74,50.49,0.24,0.03,19.91,0.81,1119495104,6.04,0.42,46.11,40.43,2.95,0.71
9806.45,59.51,0.16,0.0,13.47,0.54,79136972,6.76,0.04,41.54,26.76,6.1,0.53
2860.54,78.43,0.29,-0.08,16.72,0.54,513400086,8.56,0.11,67.63,51.1,7.76,0.35
45439.59,78.25,0.79,0.47,2.7,0.63,1354096130,8.96,0.49,56.34,49.64,6.11,0.2
50564.55,60.14,0.69,-0.13,19.72,0.72,1144993868,6.64,0.74,56.36,39.97,3.55,0.24
13359.69,63.43,0.22,0.48,4.44,0.86,143040645,4.98,0.91,99.47,42.33,3.61,0.92
18166.55,72.81,0.05,0.16,14.62,0.57,1354785208,4.46,0.51,80.01,24.21,7.37,0.02
51009.07,61.19,0.58,0.45,15.95,0.96,244199905,6.32,0.93,91.07,32.82,4.55,0.01
55212.27,61.71,0.66,0.0,19.34,0.71,476186020,5.78,0.87,40.49,30.74,5.24,0.72
13942.72,84.62,0.62,-0.05,17.54,0.64,1058182385,5.73,0.07,57.6,32.3,5.34,0.08
54980.98,53.0,0.26,0.38,8.52,0.56,565996422,7.16,0.8,88.78,57.69,4.05,0.27
57301.25,60.95,0.99,0.43,19.81,0.83,1437048549,5.67,0.01,66.84,28.15,3.68,0.21
9534.64,80.29,0.54,-0.04,15.0,0.75,644250612,5.8,0.7,84.78,32.14,2.15,0.89
19351.46,64.37,0.3,-0.11,17.55,0.56,369352126,8.02,0.56,65.53,41.65,8.02,0.9
50036.51,54.54,0.01,0.5,18.95,1.0,1290691456,7.77,0.97,86.33,48.13,4.28,0.41
49038.44,84.5,0.9,-0.15,6.75,0.66,1244335074,6.47,0.04,99.24,22.27,8.94,0.12
56291.55,52.41,0.57,0.09,3.49,0.77,549098577,5.98,0.51,65.58,37.62,6.3,0.94
41881.64,78.83,0.73,-0.02,3.88,0.5,1381044826,6.42,0.45,96.7,56.22,5.58,0.92
49430.34,79.62,0.51,0.02,19.79,0.96,1250406421,7.05,0.58,46.28,25.98,6.47,0.93
14686.14,73.47,0.14,0.25,5.22,0.92,390368207,4.52,0.95,55.63,51.63,3.35,0.3
58557.05,75.21,0.74,0.28,11.87,0.85,705695327,5.07,0.23,59.52,55.68,9.35,0.03
41210.57,54.73,0.07,0.26,15.86,0.84,722064407,5.55,0.89,64.45,55.01,2.88,0.83
24775.4,79.17,0.12,-0.16,13.1,0.8,697027991,5.17,0.22,65.83,34.76,3.12,0.07
35581.1,65.4,0.76,-0.08,16.88,0.82,912148688,4.64,0.49,77.04,51.04,6.48,0.53
25783.7,58.67,0.64,0.05,18.57,1.0,218065204,4.95,0.82,61.76,48.6,8.95,0.89
1674.53,79.21,0.42,0.03,16.62,0.97,788053262,6.02,0.82,93.22,37.81,6.02,0.09
10855.47,54.12,0.22,0.12,14.13,0.56,781477396,8.93,0.45,62.47,29.02,8.94,0.5
23850.18,72.04,0.51,0.23,16.7,0.89,44173762,5.93,0.31,46.95,44.58,2.12,0.07
9322.53,50.34,0.24,0.43,18.54,0.94,512144173,4.32,0.09,91.1,38.93,5.16,0.98
18045.94,68.37,0.11,0.35,12.74,0.7,1383964057,6.47,0.95,94.95,57.55,8.96,0.4
31102.74,66.87,0.32,0.08,9.87,0.85,1098887326,5.75,0.65,44.35,53.46,8.09,0.05
50975.77,71.94,0.89,0.2,12.94,0.88,1418952618,8.34,0.27,43.02,32.25,3.77,0.8
38932.94,81.72,0.93,0.35,5.65,0.99,505526654,8.29,0.75,85.22,29.7,9.74,0.62
54734.36,53.51,0.15,-0.11,6.18,0.69,448369715,5.38,0.72,73.35,39.2,8.01,0.4
16173.45,63.53,0.76,-0.02,19.42,0.68,45813189,6.19,0.43,54.46,45.3,9.14,0.44
33287.01,73.62,0.78,-0.0,17.98,0.73,438567556,7.05,0.44,43.58,25.47,2.58,0.77
8505.04,53.63,0.42,0.4,2.12,0.82,935101450,8.36,0.2,46.0,56.75,4.28,0.87
16707.47,75.7,0.58,0.42,6.2,0.77,1315034644,8.76,0.96,91.43,55.76,4.99,0.22
18364.98,52.48,0.06,0.25,9.04,0.82,1416262231,8.86,0.63,46.16,21.21,4.39,0.7
20552.25,60.27,0.14,-0.13,8.51,0.81,998991861,5.97,0.98,41.18,59.23,4.54,0.81
9828.57,84.9,0.63,0.38,5.54,0.6,289578819,4.22,0.35,44.06,58.3,4.22,0.98
18245.12,84.35,0.72,0.33,17.32,0.72,1293828905,8.31,0.66,91.86,53.9,6.99,0.65
36351.36,68.88,0.48,0.07,13.85,0.89,596900907,7.48,0.52,92.88,33.45,9.01,0.56
25991.56,55.76,0.94,-0.19,8.86,0.61,1399997382,6.8,0.31,54.97,26.25,7.42,0.33
24638.81,57.95,0.19,0.4,10.84,0.6,1146658299,7.6,0.36,41.77,30.56,3.02,0.93
14277.38,76.22,0.33,0.4,16.81,0.79,1487517294,6.16,0.26,41.54,23.93,9.04,0.37
21548.2,64.14,0.0,0.2,9.88,0.81,547524894,5.71,0.95,61.07,58.48,9.91,0.54
58785.81,75.67,0.89,0.09,2.82,0.5,1284640845,6.06,0.31,44.54,50.67,7.5,0.75
4257.84,59.75,0.69,0.16,6.45,0.69,962716491,4.38,0.34,75.67,56.86,5.34,0.87
40367.44,70.08,0.02,0.44,16.46,0.96,663494190,8.77,0.95,93.26,41.07,4.53,0.51
23116.28,69.05,0.68,0.33,12.86,0.9,840578441,5.67,0.85,93.38,26.32,4.36,0.34
6572.97,82.37,0.28,0.04,8.65,0.67,212612188,4.54,0.22,67.92,52.94,5.24,0.83
19207.85,63.59,0.42,0.15,12.51,0.96,384060215,8.92,0.13,57.98,47.94,4.16,0.76
23512.89,70.64,0.21,0.45,13.93,0.75,664213624,4.49,0.86,43.25,41.44,2.67,0.05
41283.99,51.85,0.46,0.4,16.14,0.78,788045274,7.08,0.18,91.67,40.47,9.39,0.14
24088.64,61.39,0.76,-0.06,11.09,0.53,1404158024,8.12,0.48,92.25,54.61,9.46,0.32
3138.89,58.51,0.78,0.05,2.88,0.75,831768571,7.34,0.19,59.74,34.56,2.38,0.08
3486.87,73.75,0.98,-0.08,2.05,0.66,583912726,7.55,0.37,61.96,30.25,4.91,0.2
2554.49,63.04,0.11,0.31,7.65,0.52,490609940,6.64,0.86,83.16,26.9,3.73,0.23
49330.71,79.85,0.61,0.22,6.95,0.94,258874009,5.46,0.77,45.36,54.79,5.51,0.33
19446.72,67.85,0.41,0.31,11.29,0.81,1037330290,7.56,0.73,73.77,55.11,9.13,0.33
9729.33,79.32,0.77,0.4,16.97,0.89,172843814,5.13,0.64,53.09,59.03,5.65,0.05
8869.93,79.54,0.89,0.33,4.41,0.79,524089340,8.23,0.4,72.1,33.2,3.59,0.92
22913.6,53.96,0.46,0.04,5.8,0.56,474412147,7.64,0.66,71.91,24.41,5.44,0.81
46934.2,78.17,0.26,-0.12,10.24,0.69,1459722134,4.52,0.18,64.27,31.93,3.22,0.0
29973.01,74.81,0.55,-0.02,7.93,0.66,182776176,6.84,0.6,68.32,29.21,9.98,0.96
9636.18,68.53,0.3,-0.02,12.77,0.95,528699553,6.63,0.16,79.71,45.1,5.99,0.9
36340.42,60.36,0.64,-0.19,3.81,0.9,1363528042,7.19,0.71,94.68,25.84,4.63,0.36
11971.25,66.04,0.64,-0.18,15.57,0.98,362699457,4.06,0.09,66.48,22.08,5.81,0.61
15083.35,72.69,0.66,-0.03,11.26,0.99,37937851,5.02,0.14,62.57,29.42,2.04,0.88
32408.52,54.14,0.14,0.19,9.29,0.53,273843445,4.13,0.36,90.04,55.63,2.07,0.94
3297.09,51.71,0.37,-0.01,9.47,0.54,720520444,4.76,0.57,48.76,29.89,2.12,0.33
7491.25,76.33,0.54,0.43,11.53,0.92,555525219,7.96,0.07,93.9,27.13,4.69,0.83
32123.36,83.93,0.55,0.08,6.59,0.65,1187402236,5.62,0.52,80.69,30.65,8.13,0.35
56269.66,56.04,0.57,0.11,10.43,0.99,669035879,6.63,0.13,82.92,58.04,3.27,0.62
47555.36,83.94,0.55,-0.11,10.43,0.66,1365494129,7.73,0.88,85.5,48.74,2.74,0.53
51702.25,69.03,0.76,-0.1,19.52,0.95,1200153493,8.35,0.4,65.7,40.4,7.45,0.42
8869.49,50.15,0.24,-0.16,18.35,0.67,763931147,5.85,0.21,95.44,54.06,8.07,0.9
19809.1,71.79,0.72,-0.0,2.31,0.78,740713830,8.35,0.43,54.39,39.04,3.52,0.54
58480.31,73.55,0.62,0.14,5.09,0.79,1307968807,6.54,0.84,49.3,23.0,7.21,0.61
9394.89,55.62,0.15,0.44,13.98,0.61,498563917,7.48,0.93,73.92,29.7,3.65,0.49
38095.97,72.89,0.09,0.14,16.79,0.59,985374799,5.52,0.19,76.53,50.74,7.29,0.16
5288.25,67.4,0.38,-0.06,16.62,0.59,419705157,7.57,0.43,96.72,50.56,4.08,0.97
13931.88,81.85,0.16,0.0,2.43,0.6,79864970,5.69,0.64,60.2,40.96,6.06,0.61
19762.57,64.19,0.88,0.15,12.44,0.74,632722693,7.5,0.3,55.43,53.31,8.9,0.26
40731.83,76.34,0.16,0.0,19.39,0.66,193123473,7.46,0.76,89.53,54.99,8.14,0.07
16038.04,69.16,0.32,0.2,18.72,0.92,948099812,6.1,0.53,83.09,33.45,4.44,0.41
23022.44,52.85,0.23,-0.06,19.3,0.92,816146555,4.02,0.73,43.64,49.44,7.74,0.88
32256.72,76.64,0.56,0.41,4.08,0.7,1187069847,5.53,0.95,44.33,49.23,6.71,0.33
20818.92,52.4,0.03,0.26,18.12,0.56,407769735,6.62,0.32,99.33,29.64,8.59,0.27
26093.18,83.92,0.84,0.0,5.67,0.92,610534792,6.29,0.05,51.31,29.81,3.22,0.06
23983.4,77.1,0.51,-0.14,17.42,0.96,298572863,8.05,0.78,54.88,30.47,8.67,0.13
59457.28,74.51,0.77,-0.09,3.3,0.73,875862559,7.55,0.42,72.6,30.04,4.46,0.8
34062.41,70.15,0.6,-0.14,10.41,0.53,674827323,5.07,0.2,51.47,28.9,2.92,0.08
45456.73,77.75,0.58,-0.15,6.16,0.52,540130957,8.5,0.55,90.73,29.53,9.99,0.36
8102.59,75.6,0.51,0.26,15.27,0.76,784325570,7.09,0.03,78.99,44.41,6.46,0.43
52014.89,59.73,0.18,0.23,17.46,0.85,1273531159,7.01,0.2,67.7,24.01,3.33,0.08
7524.17,71.25,0.59,0.22,15.51,0.96,767079818,7.06,0.2,76.4,21.4,3.17,0.34
6477.86,64.4,0.66,-0.11,10.18,0.57,679735875,5.43,0.84,54.98,58.3,8.64,0.86
39888.66,74.43,0.57,0.22,15.01,0.95,717479922,7.83,0.79,59.94,27.11,9.21,0.23
24653.26,56.26,0.36,0.36,5.74,0.92,863525220,4.66,0.44,86.89,21.47,3.78,0.92
25299.94,65.78,0.48,0.18,9.02,0.75,86630552,5.69,0.09,94.92,22.14,4.56,0.24
36971.92,56.52,0.19,0.1,4.87,0.87,448536157,7.37,0.27,69.25,54.37,4.67,0.4
18134.24,54.51,0.5,-0.12,5.05,0.71,1410079316,7.83,0.7,60.62,31.34,7.6,0.39
50319.52,80.8,0.5,0.08,3.73,0.68,1049810956,7.11,0.95,83.47,20.03,9.05,0.5
16030.77,74.14,0.28,0.1,3.55,0.53,1441473673,8.46,0.67,78.93,57.33,9.5,0.1
19490.93,57.21,0.66,0.33,8.62,0.68,1377251037,6.95,0.67,71.96,33.01,3.47,0.38
50182.85,67.67,0.84,0.43,7.19,0.94,1143441630,7.59,0.7,89.03,41.7,9.57,0.74
8543.38,53.98,0.01,0.05,14.71,0.79,882713293,8.31,0.01,71.4,27.73,6.04,0.48
44111.71,79.02,0.84,0.31,3.43,0.64,436233915,4.34,0.5,59.77,23.76,2.49,0.42
8713.35,65.08,0.1,0.39,14.7,0.92,1469863136,4.12,0.08,67.89,48.84,4.02,0.76
58921.91,79.38,0.56,0.03,6.74,0.81,854137511,7.5,0.55,76.41,20.57,4.48,0.55
33188.89,60.64,0.62,-0.12,11.16,0.53,159584914,4.85,0.53,56.55,52.6,2.43,0.96
29555.45,60.69,0.71,0.4,16.65,0.81,1494950120,4.55,0.45,57.73,45.88,8.96,0.39
46998.43,69.03,0.83,0.37,4.84,0.83,1180990423,8.97,0.87,91.82,50.97,7.47,0.92
7953.75,77.31,0.82,-0.07,15.44,0.68,1172806235,6.77,0.77,43.77,30.65,4.07,0.26
27305.13,83.83,0.44,0.15,6.87,0.69,1272418705,8.06,0.41,47.25,58.51,2.17,0.0
4041.74,66.84,0.79,0.38,17.35,0.77,815337644,7.3,0.46,82.41,21.87,8.68,0.99
34281.01,78.1,0.24,-0.13,18.28,0.9,983942432,5.83,0.84,54.43,39.59,6.42,0.14
14634.25,77.96,0.58,0.46,4.97,0.82,1484049416,8.6,0.16,58.87,30.34,2.51,0.89
15987.25,77.78,0.22,0.31,14.65,0.68,840866854,7.68,0.15,93.56,26.5,7.04,0.71
49671.87,56.24,0.78,0.08,11.8,0.95,1162580407,7.02,0.3,85.29,50.72,6.96,0.12
17464.56,66.28,0.94,0.16,16.85,0.89,582855062,7.43,0.24,46.64,41.66,7.88,0.25
35446.16,84.95,0.18,0.35,16.22,0.8,290128407,4.91,0.21,52.82,56.58,5.14,0.98
34324.28,83.64,0.46,-0.04,12.42,0.65,101211628,7.97,0.05,59.0,29.83,9.59,0.51
43129.21,74.89,0.41,0.11,3.82,0.77,479859869,8.26,0.67,86.64,36.33,8.36,0.81
14078.17,56.13,0.21,0.19,5.76,0.88,703511375,8.53,0.65,58.49,52.36,8.47,0.95
41591.06,76.92,0.41,0.46,16.41,0.86,654699433,7.37,0.81,93.6,59.69,7.51,0.5
48475.63,75.6,0.59,0.34,9.17,0.92,1191735320,7.7,0.86,88.55,28.54,4.13,0.48
41282.66,79.06,0.78,0.11,7.11,0.53,245259007,6.54,0.9,82.2,21.15,5.6,0.83
28347.18,73.39,0.99,0.16,5.2,0.99,1295259900,4.85,0.16,65.11,38.82,4.34,0.9
1517.71,62.77,0.68,0.3,9.4,0.76,308105839,6.03,0.98,97.66,47.28,8.84,0.23
43050.36,73.09,0.71,0.41,18.49,0.94,189461534,7.05,0.78,82.37,57.46,7.41,0.97
45767.06,64.15,0.39,0.33,16.95,0.97,389664171,5.06,0.6,91.77,53.73,3.21,0.67
13506.91,51.59,0.8,0.18,19.8,0.56,304885413,7.76,0.72,55.48,45.94,8.05,0.11
2512.3,74.69,0.62,-0.11,18.21,0.77,210677227,4.5,0.18,41.81,50.3,9.9,0.02
17352.48,54.82,0.32,0.08,13.93,0.85,814953767,7.8,0.7,78.1,56.4,9.54,0.49
55944.73,58.05,0.43,0.47,4.58,0.97,1259509965,4.05,0.25,94.08,58.92,2.91,0.2
54156.85,74.57,0.32,-0.07,18.81,0.6,1205566069,6.56,0.55,87.29,37.91,5.64,0.53
58901.25,52.23,0.01,0.46,2.84,0.89,881024749,8.76,0.83,56.72,21.57,8.25,0.38
27219.24,68.49,0.68,0.26,6.74,0.72,634736574,6.4,0.84,55.71,51.2,6.28,0.13
18493.59,79.94,0.66,0.38,2.58,0.96,207298055,6.83,0.89,91.07,45.78,5.41,0.03
42570.58,84.13,0.17,0.15,12.77,0.89,154571048,7.82,0.6,65.89,26.8,2.35,0.88
43589.34,66.22,0.91,-0.18,5.31,0.77,1231552133,7.69,0.03,96.72,58.84,4.26,0.69
15436.49,80.5,0.23,0.32,12.23,0.68,902788528,5.37,0.47,81.18,45.55,7.69,0.61
20325.29,71.23,0.16,0.22,9.47,0.98,1482455997,7.97,0.8,84.18,27.16,8.86,0.73
53494.38,59.16,0.47,0.26,16.92,0.83,523763890,4.32,0.18,71.38,40.54,6.61,0.89
5178.07,58.46,0.19,0.04,3.87,0.91,899835664,5.9,0.23,71.77,30.73,7.24,0.06
46829.33,55.52,0.5,0.43,4.35,0.63,856076488,4.78,0.99,84.96,35.29,3.69,0.12
6909.99,83.3,0.67,-0.02,6.89,0.84,852487460,4.61,0.07,55.86,29.7,6.45,0.98
17199.79,83.6,0.94,0.2,17.98,0.93,294230084,7.77,0.54,96.6,31.87,4.85,0.25
31251.45,83.96,0.08,-0.07,6.16,0.65,711070896,7.02,0.78,88.67,44.61,3.65,0.2
57295.07,67.7,0.14,0.36,18.05,0.78,949559945,8.39,0.65,57.82,45.59,7.68,0.88
27897.07,57.47,0.44,0.06,12.75,0.85,442735366,5.58,0.78,82.41,35.46,7.22,0.26
46090.49,81.59,0.07,0.21,8.33,0.67,365565944,4.19,0.59,81.21,28.4,2.79,0.61
5105.92,73.05,0.85,0.37,9.83,0.89,131487635,8.43,0.97,93.39,31.81,5.57,0.57
7165.95,58.17,0.76,0.24,7.59,0.82,1292403782,6.67,0.37,75.77,49.35,9.08,0.66
32721.26,52.28,0.41,0.46,6.17,0.86,303341696,7.72,0.83,51.0,52.48,8.48,0.47
10336.12,69.31,0.45,0.37,15.7,0.66,1416849568,8.46,0.86,99.91,50.13,8.97,0.79
2261.94,50.61,0.9,0.41,9.37,0.59,786514037,6.62,0.87,93.53,52.65,6.03,0.56
44005.23,55.5,0.28,0.1,17.73,0.78,777995501,4.17,0.49,81.03,25.89,7.06,0.14
45038.73,53.26,0.87,-0.14,16.09,0.84,867227522,7.11,0.03,57.66,58.92,4.17,0.65
3751.52,65.32,0.8,-0.18,13.93,0.62,535540386,7.05,0.26,59.51,37.37,9.69,0.01
50060.56,64.22,0.45,0.01,18.17,0.75,667227651,8.43,0.67,52.24,26.42,5.53,0.71
6903.82,55.62,0.59,0.3,7.96,0.63,237027542,5.2,0.91,41.72,28.68,5.62,0.51
